latest_chart_time,predicted_low,predicted_high,actual_low,actual_high,agent_count,simulation_rounds,runtime,loss
2026-04-05 03:00,66891.66666666667,67208.33333333333,67034.8,67160.0,6,5,0.04399972359339396,191.46666666665988
2026-04-05 01:00,66804.55,67270.0,66900.0,67151.1,10,5,0.06924661795298258,214.34999999999127

hit_rate,1.000000
avg_loss,202.9083

total_runtime_mins,0.1
hit_rate,1.000000
2026-04-05 02:00,66888.88888888889,67231.11111111111,67072.1,67164.0,9,5,0.07721752325693766
