latest_chart_time,predicted_low,predicted_high,actual_low,actual_high,agent_count,simulation_rounds,runtime,loss
2026-04-05 01:00,66967.3,67245.0,66900.0,67151.1,10,5,0.07746413946151734,


total_runtime_mins,0.1
hit_rate,0.000000
avg_loss,NA
