latest_chart_time,predicted_low,predicted_high,actual_low,actual_high,agent_count,simulation_rounds,runtime
2026-04-05 03:00,66891.66666666667,67205.0,67034.8,67160.0,6,5,0.06920896371205648
2026-04-05 02:00,66911.11111111111,67238.88888888889,67072.1,67164.0,9,5,0.07762733697891236
2026-04-05 01:00,66829.55,67265.0,66900.0,67151.1,10,5,0.11917194525400797
