latest_chart_time,predicted_low,predicted_high,actual_low,actual_high,agent_count,simulation_rounds,runtime,loss
2026-04-05 01:00,66780.0,67295.0,66900.0,67151.1,10,5,0.03614769379297892,263.8999999999942
2026-04-05 02:00,66833.33333333333,67250.0,67072.1,67164.0,9,5,0.03619268337885539,324.76666666667734
2026-04-05 03:00,66916.66666666667,67191.66666666667,67034.8,67160.0,6,5,0.061343395709991456,149.8000000000029
2026-04-05 04:00,66847.0,67213.0,66875.3,67127.5,10,5,0.5457502047220866,113.80000000000291
2026-04-05 06:00,66485.71428571429,67014.28571428571,66685.3,66881.0,7,5,0.8871075908342997,332.87142857142317
2026-04-05 05:00,66668.75,67137.5,66575.5,66914.0,8,5,0.975626003742218,
2026-04-05 07:00,65821.11111111111,67027.77777777778,66782.1,66910.0,9,5,1.0110724171002705,1078.7666666666773
2026-04-05 08:00,66746.71666666666,67052.71666666666,66862.8,67005.0,6,5,0.8360091209411621,163.8000000000029


total_runtime_mins,1.7
hit_rate,0.875000
avg_loss,346.8150
2026-04-05 10:00,66800.0,67207.14285714286,66934.4,67053.5,7,5,0.8517631888389587
2026-04-05 09:00,66887.5,67093.75,66928.1,67124.8,8,5,0.8756133556365967
